@frequency,dataset_code,dataset_name,FREQ,Frequency,indexed_at,Indicator,INDICATOR,original_period,original_value,period,provider_code,REF_AREA,Reference Area,series_code,series_name,value
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2007-Q2,1.25412541,13604.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.25412541254125
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2007-Q3,-0.1303781,13695.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-0.130378096479778
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2007-Q4,1.43603133,13787.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.43603133159268
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2008-Q1,1.86615187,13879.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.86615186615183
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2008-Q2,-0.75805433,13970.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-0.758054327226785
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2008-Q3,-2.80076384,14061.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-2.80076384468488
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2008-Q4,-8.84086444,14153.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-8.84086444007858
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2009-Q1,-8.76436782,14245.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-8.76436781609196
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2009-Q2,4.80314961,14335.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",4.80314960629923
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2009-Q3,4.28249437,14426.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",4.28249436513899
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2009-Q4,3.60230548,14518.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.60230547550431
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2010-Q1,-0.20862309,14610.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-0.208623087621697
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2010-Q2,5.08710801,14700.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",5.0871080139373
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2010-Q3,3.71352785,14791.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.71352785145891
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2010-Q4,4.66751918,14883.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",4.66751918158561
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2011-Q1,5.25351252,14975.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",5.25351252290782
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2011-Q2,0.40626814,15065.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.406268136970341
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2011-Q3,3.69942197,15156.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.69942196531795
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2011-Q4,2.28539576,15248.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.2853957636566
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2012-Q1,-1.58038147,15340.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-1.58038147138962
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2012-Q2,2.15946844,15431.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.15946843853821
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2012-Q3,0.43360434,15522.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.433604336043333
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2012-Q4,0.70156503,15614.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.701565029681625
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2013-Q1,2.30439443,15706.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.30439442658095
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2013-Q2,2.51440545,15796.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.51440544787847
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2013-Q3,1.53295861,15887.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.53295861011753
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2013-Q4,2.01308505,15979.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.01308505284343
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2014-Q1,3.00937346,16071.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.0093734583128
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2014-Q2,-1.34099617,16161.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-1.3409961685824
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2014-Q3,1.50485437,16252.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.50485436893206
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2014-Q4,0.6217121,16344.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.62171209947396
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2015-Q1,1.14068441,16436.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.14068441064639
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2015-Q2,3.38345865,16526.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.38345864661654
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2015-Q3,1.95454545,16617.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.95454545454541
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2015-Q4,0.35666518,16709.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.356665180561793
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2016-Q1,0.8440693,16801.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.844069302532162
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2016-Q2,0.83700441,16892.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.837004405286366
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2016-Q3,-2.14067278,16983.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-2.14067278287464
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2016-Q4,4.10714286,17075.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",4.1071428571429
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2017-Q1,1.62950257,17167.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.62950257289878
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2017-Q2,3.5021097,17257.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.50210970464133
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2017-Q3,2.28291887,17348.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.28291887484717
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2017-Q4,3.54722997,17440.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.54722997210042
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2018-Q1,-0.42340262,17532.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-0.423402617397979
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2018-Q2,-0.85040588,17622.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-0.850405875531523
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2018-Q3,-1.28654971,17713.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-1.28654970760234
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2018-Q4,-4.93680885,17805.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-4.93680884676143
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2019-Q1,2.36809306,17897.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.36809306190278
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2019-Q2,0.89285714,17987.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.892857142857101
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2019-Q3,1.24698311,18078.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.24698310539021
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2019-Q4,1.27135479,18170.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.27135478744535
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2020-Q1,0.90231463,18262.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.902314633189526
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2020-Q2,-18.93468118,18353.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-18.9346811819596
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2020-Q3,30.59952038,18444.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",30.599520383693
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2020-Q4,3.19500551,18536.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.19500550863019
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2021-Q1,3.06049822,18628.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.06049822064061
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2021-Q2,2.03729282,18718.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.03729281767954
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2021-Q3,2.33502538,18809.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.33502538071066
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2021-Q4,3.33994709,18901.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.33994708994712
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2022-Q1,0.64,18993.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.639999999999934
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2022-Q2,1.71701113,19083.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.71701112877583
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2022-Q3,-4.595186,19174.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-4.59518599562363
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2022-Q4,2.52293578,19266.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.52293577981655
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2023-Q1,-0.73505912,19358.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-0.735059124320902
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2023-Q2,3.67031552,19448.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.67031551835158
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2023-Q3,0.65217391,19539.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",0.652173913043478
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2023-Q4,-1.60444307,19631.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-1.60444307312555
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2024-Q1,2.91627469,19723.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",2.91627469426152
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2024-Q2,-3.77818403,19814.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-3.7781840341255
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2024-Q3,-0.94996833,19905.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",-0.949968334388853
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2024-Q4,3.3887468,19997.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",3.38874680306902
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",AIP_PC_PP_SA_PT,2025-Q1,1.70068027,20089.0,IMF,TR,Türkiye,Q.TR.AIP_PC_PP_SA_PT,"Quarterly – Türkiye – Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",1.70068027210881
